profitability_id,so_id,product_id,quantity_sold,revenue,cost_of_goods_sold,gross_profit,gross_margin_pct,calculation_date
30,SO-00000100,PRD-00000212,15,91.35,57.75,33.599999999999994,36.78,2024-12-10
31,SO-00000102,PRD-00000162,15,131.08,99.15,31.930000000000007,24.36,2024-12-27
32,SO-00000103,PRD-00000022,50,3306.39,2024.56,1281.83,38.77,2024-12-14
33,SO-00000105,PRD-00000499,50,2135.0,1456.5,678.5,31.78,2025-04-13
34,SO-00000107,PRD-00000320,15,107.35,68.85,38.5,35.86,2024-12-25
35,SO-00000108,PRD-00000154,10,361.6,246.5,115.10000000000002,31.83,2024-06-14
36,SO-00000110,PRD-00000220,5,47.3,25.2,22.099999999999998,46.72,2023-11-01
37,SO-00000112,PRD-00000058,2,36.54,20.54,16.0,43.79,2024-08-26
38,SO-00000113,PRD-00000033,5,75.75,45.15,30.6,40.4,2025-05-01
39,SO-00000114,PRD-00000431,1,159.22,105.62,53.599999999999994,33.66,2025-02-22
40,SO-00000121,PRD-00000126,50,1686.0,908.78,777.22,46.1,2024-03-15
41,SO-00000124,PRD-00000143,15,2049.15,1147.65,901.5,43.99,2024-12-27
42,SO-00000125,PRD-00000268,2,201.96,140.64,61.32000000000002,30.36,2024-01-30
43,SO-00000127,PRD-00000199,50,963.96,757.5,206.46000000000004,21.42,2024-10-05
44,SO-00000128,PRD-00000276,1,32.35,24.87,7.48,23.12,2025-02-25
45,SO-00000131,PRD-00000209,10,319.7,171.8,147.89999999999998,46.26,2024-11-20
46,SO-00000132,PRD-00000401,2,26.12,16.58,9.540000000000003,36.52,2023-12-21
47,SO-00000133,PRD-00000109,5,982.95,504.45,478.50000000000006,48.68,2024-04-11
48,SO-00000136,PRD-00000085,50,3084.48,2154.0,930.48,30.17,2025-04-11
49,SO-00000137,PRD-00000287,50,4500.1,2590.0,1910.1000000000004,42.45,2024-03-20
50,SO-00000138,PRD-00000103,25,2985.5,1684.3,1301.2,43.58,2024-02-15
51,SO-00000140,PRD-00000118,1,16.73,11.59,5.140000000000001,30.72,2025-02-02
52,SO-00000141,PRD-00000033,50,757.5,413.5,344.0,45.41,2024-05-05
53,SO-00000142,PRD-00000312,50,3470.91,1973.5,1497.4099999999999,43.14,2024-09-06
54,SO-00000144,PRD-00000325,5,333.89,271.6,62.289999999999964,18.66,2023-12-31
55,SO-00000146,PRD-00000486,25,939.75,487.5,452.25,48.12,2023-11-27
56,SO-00000151,PRD-00000302,1,76.76,39.36,37.400000000000006,48.72,2023-10-10
57,SO-00000153,PRD-00000131,50,409.0,227.0,182.0,44.5,2025-02-27
58,SO-00000154,PRD-00000395,5,246.55,166.55,80.0,32.45,2025-05-21
59,SO-00000157,PRD-00000480,1,9.32,5.0,4.32,46.35,2025-03-05
60,SO-00000159,PRD-00000251,50,316.54,213.03,103.51000000000002,32.7,2024-09-19
61,SO-00000160,PRD-00000118,1,17.13,11.59,5.539999999999999,32.34,2023-08-16
62,SO-00000162,PRD-00000422,15,1001.24,616.8,384.44000000000005,38.4,2023-08-29
63,SO-00000163,PRD-00000122,50,512.5,285.0,227.5,44.39,2024-11-06
64,SO-00000165,PRD-00000394,2,76.56,51.04,25.520000000000003,33.33,2023-11-09
65,SO-00000168,PRD-00000440,20,171.0,90.60000000000001,80.39999999999999,47.02,2024-10-17
66,SO-00000172,PRD-00000226,25,1255.5,682.25,573.25,45.66,2023-12-22
67,SO-00000173,PRD-00000038,10,207.0,107.6,99.4,48.02,2023-10-28
68,SO-00000176,PRD-00000305,20,3720.13,2892.7999999999997,827.3300000000004,22.24,2024-08-17
69,SO-00000177,PRD-00000011,10,73.2,36.9,36.300000000000004,49.59,2023-07-04
70,SO-00000181,PRD-00000495,20,538.0,354.79999999999995,183.20000000000005,34.05,2023-07-14
71,SO-00000182,PRD-00000116,10,369.7,235.6,134.1,36.27,2023-08-19
72,SO-00000188,PRD-00000126,15,451.85,282.75,169.10000000000002,37.42,2024-06-04
73,SO-00000192,PRD-00000040,5,46.0,30.65,15.350000000000001,33.37,2023-12-02
74,SO-00000196,PRD-00000002,10,77.1,39.6,37.49999999999999,48.64,2024-10-24
75,SO-00000198,PRD-00000208,2,41.46,23.48,17.98,43.37,2025-05-05
76,SO-00000200,PRD-00000449,20,646.6,351.59999999999997,295.00000000000006,45.62,2023-12-06
77,SO-00000201,PRD-00000037,10,329.5,209.60000000000002,119.89999999999998,36.39,2024-10-28
78,SO-00000209,PRD-00000203,10,206.55,152.3,54.25,26.26,2025-04-24
79,SO-00000211,PRD-00000405,2,178.26,116.2,62.05999999999999,34.81,2024-08-14
80,SO-00000215,PRD-00000229,15,2663.7,1334.3999999999999,1329.3,49.9,2023-10-24
81,SO-00000216,PRD-00000255,1,25.31,16.04,9.27,36.63,2024-03-18
82,SO-00000218,PRD-00000363,20,448.4,289.8,158.59999999999997,35.37,2023-11-28
83,SO-00000219,PRD-00000088,25,556.5,338.5,218.0,39.17,2025-01-01
84,SO-00000224,PRD-00000304,50,18211.5,11903.34,6308.16,34.64,2024-04-01
85,SO-00000226,PRD-00000429,15,2988.15,1725.15,1263.0,42.27,2025-02-17
86,SO-00000227,PRD-00000332,20,113.2,65.4,47.8,42.23,2025-06-30
87,SO-00000230,PRD-00000038,1,20.7,10.76,9.94,48.02,2024-12-16
88,SO-00000231,PRD-00000255,15,379.65,240.6,139.04999999999998,36.63,2024-07-17
89,SO-00000234,PRD-00000204,5,197.76,135.15,62.609999999999985,31.66,2024-12-08
90,SO-00000235,PRD-00000083,20,434.55,310.15999999999997,124.39000000000004,28.63,2024-01-09
91,SO-00000236,PRD-00000066,10,495.2,330.7,164.5,33.22,2024-07-04
92,SO-00000244,PRD-00000326,10,329.6,196.0,133.60000000000002,40.53,2025-05-13
93,SO-00000248,PRD-00000076,15,538.35,310.95,227.40000000000003,42.24,2024-07-22
94,SO-00000253,PRD-00000284,20,821.67,621.1999999999999,200.47000000000003,24.4,2023-10-17
95,SO-00000257,PRD-00000260,5,42.25,29.3,12.95,30.65,2025-03-19
96,SO-00000260,PRD-00000383,50,6648.0,3754.58,2893.42,43.52,2023-08-18
97,SO-00000261,PRD-00000050,25,1017.02,757.0,260.02,25.57,2024-03-06
98,SO-00000270,PRD-00000060,5,40.15,20.150000000000002,19.999999999999996,49.81,2025-06-05
99,SO-00000273,PRD-00000039,5,138.5,79.85000000000001,58.64999999999999,42.35,2024-11-13
100,SO-00000274,PRD-00000374,1,11.48,8.07,3.41,29.7,2024-01-15
101,SO-00000275,PRD-00000257,25,89.12,56.99999999999999,32.12000000000001,36.04,2025-06-17
102,SO-00000280,PRD-00000202,1,7.72,6.11,1.6099999999999994,20.85,2025-01-29
103,SO-00000281,PRD-00000161,25,325.88,213.75000000000003,112.12999999999997,34.41,2024-06-11
104,SO-00000282,PRD-00000071,10,1336.14,1040.6999999999998,295.4400000000003,22.11,2024-10-31
105,SO-00000284,PRD-00000085,10,593.37,430.79999999999995,162.57000000000005,27.4,2024-07-04
106,SO-00000285,PRD-00000456,15,40.35,24.75,15.600000000000001,38.66,2024-11-29
107,SO-00000286,PRD-00000095,5,132.95,79.65,53.29999999999998,40.09,2025-04-20
108,SO-00000288,PRD-00000358,2,41.3,22.2,19.099999999999998,46.25,2024-09-22
109,SO-00000293,PRD-00000202,25,207.24,152.75,54.49000000000001,26.29,2024-03-04
110,SO-00000294,PRD-00000063,10,1455.0,876.5999999999999,578.4000000000001,39.75,2025-01-03
111,SO-00000297,PRD-00000404,2,112.8,59.54,53.26,47.22,2024-04-01
112,SO-00000298,PRD-00000121,5,56.2,33.050000000000004,23.15,41.19,2024-09-16
113,SO-00000299,PRD-00000441,2,27.14,15.58,11.56,42.59,2024-01-29
114,SO-00000301,PRD-00000089,1,26.26,13.94,12.320000000000002,46.92,2023-09-08
115,SO-00000304,PRD-00000273,10,130.46,81.1,49.360000000000014,37.84,2023-10-12
116,SO-00000306,PRD-00000018,50,1026.5,663.9999999999999,362.5000000000001,35.31,2025-05-29
117,SO-00000309,PRD-00000211,50,357.45,192.5,164.95,46.15,2024-08-30
118,SO-00000311,PRD-00000181,20,2029.6,1075.4,954.1999999999998,47.01,2024-05-14
119,SO-00000312,PRD-00000466,20,958.2,648.0,310.20000000000005,32.37,2024-02-29
120,SO-00000316,PRD-00000214,15,205.2,116.25,88.94999999999999,43.35,2025-03-21
121,SO-00000317,PRD-00000331,2,14.68,7.66,7.02,47.82,2025-06-01
122,SO-00000318,PRD-00000450,15,578.19,427.04999999999995,151.1400000000001,26.14,2025-02-02
123,SO-00000319,PRD-00000309,2,340.78,195.52,145.25999999999996,42.63,2023-07-01
124,SO-00000320,PRD-00000368,50,777.42,512.75,264.66999999999996,34.04,2024-11-22
125,SO-00000321,PRD-00000078,1,22.82,11.75,11.07,48.51,2024-08-11
126,SO-00000324,PRD-00000315,2,110.5,58.9,51.6,46.7,2023-07-28
127,SO-00000332,PRD-00000086,5,194.85,123.4,71.44999999999999,36.67,2024-02-03
128,SO-00000335,PRD-00000470,5,57.3,39.35,17.949999999999996,31.33,2023-11-26
129,SO-00000337,PRD-00000407,50,4782.5,2640.5,2142.0,44.79,2025-04-23
130,SO-00000338,PRD-00000014,5,59.1,37.599999999999994,21.500000000000007,36.38,2025-06-22
131,SO-00000339,PRD-00000259,20,992.8,593.0,399.79999999999995,40.27,2025-01-24
132,SO-00000343,PRD-00000155,2,105.02,67.62,37.39999999999999,35.61,2024-03-08
133,SO-00000344,PRD-00000218,15,270.59,197.85,72.73999999999998,26.88,2025-03-15
134,SO-00000345,PRD-00000464,5,1364.65,797.0,567.6500000000001,41.6,2025-05-26
135,SO-00000351,PRD-00000330,50,2141.5,1233.8000000000002,907.6999999999998,42.39,2024-09-08
136,SO-00000355,PRD-00000288,1,18.83,13.5,5.329999999999998,28.31,2023-08-02
137,SO-00000356,PRD-00000118,25,456.48,283.34999999999997,173.13000000000005,37.93,2025-05-20
138,SO-00000357,PRD-00000197,50,1530.68,1026.0,504.68000000000006,32.97,2023-08-02
139,SO-00000358,PRD-00000217,5,18.8,10.600000000000001,8.2,43.62,2025-06-16
140,SO-00000360,PRD-00000471,50,7661.5,4088.0000000000005,3573.4999999999995,46.64,2025-03-21
141,SO-00000362,PRD-00000037,50,1426.82,1055.0,371.81999999999994,26.06,2024-07-21
142,SO-00000364,PRD-00000353,20,309.4,209.0,100.39999999999998,32.45,2023-10-15
143,SO-00000366,PRD-00000454,15,176.57,133.35000000000002,43.21999999999997,24.48,2024-06-12
144,SO-00000376,PRD-00000483,2,37.34,28.16,9.180000000000003,24.58,2023-10-02
145,SO-00000379,PRD-00000447,50,5171.0,3063.5,2107.5,40.76,2024-04-09
146,SO-00000380,PRD-00000030,50,584.12,391.5,192.62,32.98,2025-03-08
147,SO-00000382,PRD-00000025,20,4548.4,2302.2,2246.2,49.38,2023-07-03
148,SO-00000385,PRD-00000024,1,292.63,168.04,124.59,42.58,2025-03-12
149,SO-00000389,PRD-00000327,1,89.27,49.83,39.44,44.18,2024-12-05
150,SO-00000390,PRD-00000268,10,1009.8,668.76,341.03999999999996,33.77,2024-04-13
151,SO-00000398,PRD-00000216,1,2.91,1.67,1.2400000000000002,42.61,2023-10-10
152,SO-00000399,PRD-00000412,5,29.95,17.2,12.75,42.57,2024-02-20
153,SO-00000400,PRD-00000224,20,6146.0,3987.5,2158.5,35.12,2023-10-13
154,SO-00000408,PRD-00000377,50,205.92,143.1,62.81999999999999,30.51,2024-08-24
155,SO-00000410,PRD-00000186,5,250.8,132.35,118.45000000000002,47.23,2024-07-21
156,SO-00000412,PRD-00000476,1,43.98,29.53,14.449999999999996,32.86,2023-09-15
157,SO-00000413,PRD-00000421,25,2466.0,1416.25,1049.75,42.57,2023-07-12
158,SO-00000416,PRD-00000412,15,89.85,51.6,38.24999999999999,42.57,2024-08-03
159,SO-00000419,PRD-00000158,15,278.7,187.35,91.35,32.78,2024-03-03
160,SO-00000422,PRD-00000071,1,151.3,104.07,47.23000000000002,31.22,2025-02-02
161,SO-00000427,PRD-00000334,20,227.8,129.60000000000002,98.19999999999999,43.11,2024-11-08
162,SO-00000429,PRD-00000398,5,110.9,71.05000000000001,39.849999999999994,35.93,2024-05-02
163,SO-00000431,PRD-00000341,20,1874.2,1016.2,858.0,45.78,2024-04-02
164,SO-00000432,PRD-00000010,1,39.5,25.04,14.46,36.61,2024-04-08
165,SO-00000434,PRD-00000290,1,48.51,30.56,17.95,37.0,2023-07-01
166,SO-00000440,PRD-00000207,5,484.56,318.8,165.76,34.21,2024-01-05
167,SO-00000441,PRD-00000483,20,397.51,281.6,115.90999999999997,29.16,2025-01-21
168,SO-00000442,PRD-00000378,25,490.5,307.75,182.75,37.26,2023-09-22
169,SO-00000443,PRD-00000109,1,170.23,100.89,69.33999999999999,40.73,2024-11-27
170,SO-00000446,PRD-00000388,2,191.47,128.48,62.99000000000001,32.9,2025-02-07
171,SO-00000447,PRD-00000186,15,752.4,397.04999999999995,355.35,47.23,2024-01-11
172,SO-00000448,PRD-00000208,50,1036.5,686.76,349.74,33.74,2024-11-17
173,SO-00000449,PRD-00000366,20,655.4,411.8,243.59999999999997,37.17,2024-04-30
174,SO-00000452,PRD-00000314,2,66.54,43.3,23.24000000000001,34.93,2025-06-22
175,SO-00000454,PRD-00000038,15,310.5,161.4,149.1,48.02,2024-02-16
176,SO-00000456,PRD-00000489,15,461.86,271.65,190.21000000000004,41.18,2024-07-28
177,SO-00000457,PRD-00000200,15,116.1,76.2,39.89999999999999,34.37,2023-07-22
178,SO-00000458,PRD-00000158,5,92.9,62.45,30.450000000000003,32.78,2024-11-29
179,SO-00000460,PRD-00000495,5,134.5,88.69999999999999,45.80000000000001,34.05,2024-06-10
180,SO-00000462,PRD-00000293,10,43.25,28.4,14.850000000000001,34.34,2025-03-10
181,SO-00000468,PRD-00000105,25,5021.0,3047.75,1973.25,39.3,2023-12-14
182,SO-00000471,PRD-00000206,5,167.8,109.75,58.05000000000001,34.59,2025-06-20
183,SO-00000475,PRD-00000079,1,23.12,15.56,7.5600000000000005,32.7,2023-08-24
184,SO-00000476,PRD-00000174,1,13.31,7.57,5.74,43.13,2025-01-08
185,SO-00000477,PRD-00000159,20,465.82,310.2,155.62,33.41,2024-03-28
186,SO-00000487,PRD-00000035,1,48.17,29.94,18.23,37.85,2024-06-01
187,SO-00000488,PRD-00000450,1,45.21,28.47,16.740000000000002,37.03,2025-06-17
188,SO-00000490,PRD-00000456,20,50.5,33.0,17.5,34.65,2024-02-27
189,SO-00000491,PRD-00000084,5,257.35,143.55,113.80000000000001,44.22,2024-04-28
190,SO-00000493,PRD-00000130,20,745.46,500.20000000000005,245.26,32.9,2023-10-10
191,SO-00000496,PRD-00000097,10,33.62,21.299999999999997,12.32,36.64,2023-12-29
192,SO-00000499,PRD-00000287,50,4860.0,2590.0,2270.0,46.71,2023-07-23
193,SO-00000503,PRD-00000437,10,256.3,160.9,95.4,37.22,2023-08-26
194,SO-00000504,PRD-00000461,10,889.0,466.59999999999997,422.40000000000003,47.51,2025-04-10
195,SO-00000510,PRD-00000380,10,85.29,62.81,22.480000000000004,26.36,2024-08-14
196,SO-00000513,PRD-00000249,10,276.0,147.79999999999998,128.20000000000002,46.45,2023-08-18
197,SO-00000517,PRD-00000193,1,14.53,8.13,6.399999999999999,44.05,2025-03-26
198,SO-00000518,PRD-00000094,2,29.6,16.96,12.64,42.7,2023-12-16
199,SO-00000519,PRD-00000481,5,67.45,41.95,25.5,37.81,2023-07-04
200,SO-00000521,PRD-00000434,1,31.07,16.04,15.030000000000001,48.37,2025-05-27
201,SO-00000522,PRD-00000022,1,67.66,37.68,29.979999999999997,44.31,2024-11-01
202,SO-00000524,PRD-00000421,10,986.4,566.5,419.9,42.57,2024-04-24
203,SO-00000525,PRD-00000260,2,16.9,11.72,5.179999999999998,30.65,2024-10-19
204,SO-00000526,PRD-00000177,15,67.05,41.699999999999996,25.35,37.81,2024-10-08
205,SO-00000527,PRD-00000160,2,16.76,9.0,7.760000000000002,46.3,2023-09-03
206,SO-00000528,PRD-00000296,20,66.0,36.62,29.380000000000003,44.52,2024-09-23
207,SO-00000530,PRD-00000017,50,183.0,125.0,58.0,31.69,2024-09-04
208,SO-00000533,PRD-00000439,10,218.0,137.8,80.19999999999999,36.79,2025-01-13
209,SO-00000539,PRD-00000352,10,708.3,468.0,240.29999999999995,33.93,2024-06-17
210,SO-00000541,PRD-00000118,25,488.0,283.34999999999997,204.65000000000003,41.94,2023-10-21
211,SO-00000545,PRD-00000086,50,1818.92,1234.0,584.9200000000001,32.16,2024-12-03
212,SO-00000547,PRD-00000208,1,20.73,11.74,8.99,43.37,2023-10-23
213,SO-00000548,PRD-00000091,25,177.5,98.35,79.15,44.59,2024-07-17
214,SO-00000549,PRD-00000179,1,47.8,30.82,16.979999999999997,35.52,2025-04-10
215,SO-00000550,PRD-00000144,50,16127.5,9089.62,7037.879999999999,43.64,2024-10-16
216,SO-00000557,PRD-00000176,20,52.19,34.2,17.989999999999995,34.47,2024-05-11
217,SO-00000558,PRD-00000254,5,63.3,36.5,26.799999999999997,42.34,2023-11-12
218,SO-00000560,PRD-00000401,20,261.2,165.79999999999998,95.4,36.52,2024-07-30
219,SO-00000566,PRD-00000447,2,206.84,122.54,84.3,40.76,2025-06-03
220,SO-00000576,PRD-00000373,1,3.81,2.38,1.4300000000000002,37.53,2024-08-27
221,SO-00000581,PRD-00000107,10,809.3,513.1,296.19999999999993,36.6,2024-07-22
222,SO-00000582,PRD-00000173,15,75.9,44.1,31.800000000000004,41.9,2025-01-12
223,SO-00000588,PRD-00000026,2,87.48,51.69,35.790000000000006,40.91,2024-11-13
224,SO-00000590,PRD-00000424,50,17702.0,9954.960000000001,7747.039999999999,43.76,2024-01-05
225,SO-00000596,PRD-00000218,50,978.5,659.5,319.0,32.6,2024-05-05
226,SO-00000601,PRD-00000203,2,42.1,30.46,11.64,27.65,2024-01-03
227,SO-00000605,PRD-00000044,20,963.8,637.8,326.0,33.82,2025-02-23
228,SO-00000606,PRD-00000389,25,4294.5,2803.25,1491.25,34.72,2024-11-11
229,SO-00000608,PRD-00000235,50,2256.5,1456.5,800.0,35.45,2025-06-17
230,SO-00000612,PRD-00000289,25,812.25,419.5,392.75,48.35,2024-03-11
231,SO-00000614,PRD-00000361,50,681.0,348.0,333.0,48.9,2023-10-04
232,SO-00000617,PRD-00000432,2,154.52,83.0,71.52000000000001,46.29,2025-02-21
233,SO-00000621,PRD-00000496,15,49.65,28.050000000000004,21.599999999999994,43.5,2023-07-05
234,SO-00000624,PRD-00000276,1,37.02,24.87,12.150000000000002,32.82,2024-06-28
235,SO-00000632,PRD-00000177,2,8.94,5.56,3.38,37.81,2024-12-12
236,SO-00000634,PRD-00000042,50,486.5,246.5,240.0,49.33,2024-12-01
237,SO-00000642,PRD-00000044,20,867.61,637.8,229.81000000000006,26.49,2023-08-05
238,SO-00000645,PRD-00000041,1,11.22,7.73,3.49,31.11,2024-09-08
239,SO-00000646,PRD-00000467,25,2114.0,1269.5,844.5,39.95,2023-10-12
240,SO-00000648,PRD-00000472,20,1836.2,1009.5999999999999,826.6000000000001,45.02,2023-09-27
241,SO-00000650,PRD-00000073,15,237.15,135.75,101.4,42.76,2025-01-30
242,SO-00000655,PRD-00000313,25,362.4,259.0,103.39999999999998,28.53,2024-05-09
243,SO-00000657,PRD-00000014,2,23.64,15.04,8.600000000000001,36.38,2024-11-20
244,SO-00000660,PRD-00000096,10,34.3,23.1,11.199999999999996,32.65,2023-09-07
245,SO-00000666,PRD-00000011,10,73.2,36.9,36.300000000000004,49.59,2025-03-03
246,SO-00000667,PRD-00000267,15,1226.99,755.86,471.13,38.4,2025-02-15
247,SO-00000668,PRD-00000030,50,593.49,391.5,201.99,34.03,2024-06-17
248,SO-00000674,PRD-00000304,1,364.23,199.33,164.9,45.27,2024-07-26
249,SO-00000677,PRD-00000093,5,20.61,14.950000000000001,5.659999999999998,27.46,2024-03-27
250,SO-00000679,PRD-00000146,2,90.8,51.26,39.54,43.55,2025-04-22
251,SO-00000680,PRD-00000155,10,525.1,338.1,187.0,35.61,2025-03-02
252,SO-00000685,PRD-00000150,20,293.6,163.79999999999998,129.80000000000004,44.21,2025-03-11
253,SO-00000686,PRD-00000141,20,1884.8,1290.0,594.8,31.56,2023-09-14
254,SO-00000687,PRD-00000052,2,10.56,6.24,4.32,40.91,2024-04-10
255,SO-00000688,PRD-00000089,5,131.3,69.7,61.60000000000001,46.92,2023-11-10
256,SO-00000689,PRD-00000392,1,72.67,47.19,25.480000000000004,35.06,2024-02-01
257,SO-00000691,PRD-00000394,25,957.0,628.7,328.29999999999995,34.31,2024-02-15
258,SO-00000692,PRD-00000370,20,818.49,471.59999999999997,346.89000000000004,42.38,2025-02-16
259,SO-00000699,PRD-00000026,5,218.7,135.39,83.31,38.09,2024-09-21
260,SO-00000701,PRD-00000114,10,303.8,153.9,149.9,49.34,2024-12-20
261,SO-00000704,PRD-00000481,5,67.45,41.95,25.5,37.81,2023-08-27
262,SO-00000709,PRD-00000217,2,7.52,4.24,3.2799999999999994,43.62,2025-06-02
263,SO-00000711,PRD-00000083,25,632.25,391.21,241.04000000000002,38.12,2023-08-27
264,SO-00000712,PRD-00000370,10,417.84,235.79999999999998,182.04,43.57,2024-05-31
265,SO-00000713,PRD-00000238,5,98.65,56.75,41.900000000000006,42.47,2023-10-10
266,SO-00000714,PRD-00000199,20,451.6,299.20000000000005,152.39999999999998,33.75,2024-06-24
267,SO-00000716,PRD-00000244,5,246.2,148.6,97.6,39.64,2024-05-27
268,SO-00000720,PRD-00000188,1,86.82,50.55,36.269999999999996,41.78,2025-01-23
269,SO-00000721,PRD-00000005,1,85.66,51.21,34.449999999999996,40.22,2024-10-17
270,SO-00000722,PRD-00000373,5,21.65,11.899999999999999,9.75,45.03,2024-06-20
271,SO-00000725,PRD-00000110,1,11.41,5.71,5.7,49.96,2024-10-16
272,SO-00000727,PRD-00000326,5,164.8,98.0,66.80000000000001,40.53,2023-11-05
273,SO-00000729,PRD-00000063,15,2182.5,1314.8999999999999,867.6000000000001,39.75,2025-03-26
274,SO-00000735,PRD-00000284,15,665.7,465.9,199.80000000000007,30.01,2023-08-11
275,SO-00000737,PRD-00000338,5,96.46,69.27000000000001,27.189999999999984,28.19,2023-10-31
276,SO-00000738,PRD-00000395,50,2465.5,1386.26,1079.24,43.77,2024-09-26
277,SO-00000742,PRD-00000342,25,1541.25,1021.0000000000001,520.2499999999999,33.76,2024-10-04
278,SO-00000745,PRD-00000281,10,121.22,77.0,44.22,36.48,2024-03-04
279,SO-00000746,PRD-00000361,2,24.66,13.92,10.74,43.55,2024-11-19
280,SO-00000749,PRD-00000201,25,309.75,187.25,122.5,39.55,2023-09-04
281,SO-00000750,PRD-00000458,5,103.55,68.3,35.25,34.04,2025-05-31
282,SO-00000752,PRD-00000441,5,67.85,38.95,28.89999999999999,42.59,2023-07-30
283,SO-00000753,PRD-00000404,5,282.0,148.85,133.15,47.22,2025-01-21
284,SO-00000754,PRD-00000411,1,8.34,4.58,3.76,45.08,2025-04-23
285,SO-00000755,PRD-00000385,10,1955.71,1282.5,673.21,34.42,2025-02-05
286,SO-00000758,PRD-00000109,1,196.59,100.89,95.7,48.68,2024-07-28
287,SO-00000759,PRD-00000458,5,88.41,68.3,20.11,22.75,2024-02-26
288,SO-00000760,PRD-00000309,2,340.78,195.52,145.25999999999996,42.63,2024-09-05
289,SO-00000766,PRD-00000393,2,26.17,18.74,7.430000000000003,28.39,2024-01-26
290,SO-00000767,PRD-00000444,2,95.84,64.94,30.900000000000006,32.24,2024-12-05
291,SO-00000772,PRD-00000178,2,42.16,26.62,15.539999999999996,36.86,2024-04-06
292,SO-00000773,PRD-00000146,20,795.65,512.6,283.04999999999995,35.57,2025-03-18
293,SO-00000774,PRD-00000262,15,1061.85,601.95,459.89999999999986,43.31,2025-04-29
294,SO-00000777,PRD-00000214,2,27.36,15.5,11.86,43.35,2024-05-21
295,SO-00000778,PRD-00000477,15,487.05,305.25,181.8,37.33,2024-05-19
296,SO-00000779,PRD-00000158,2,37.16,24.98,12.179999999999996,32.78,2024-03-22
297,SO-00000781,PRD-00000425,15,2468.49,1446.6,1021.8899999999999,41.4,2023-10-28
298,SO-00000785,PRD-00000240,5,51.0,32.8,18.200000000000003,35.69,2025-06-24
299,SO-00000786,PRD-00000102,50,3049.0,1567.77,1481.23,48.58,2024-01-09
300,SO-00000788,PRD-00000383,5,664.8,354.45,310.34999999999997,46.68,2025-02-26
301,SO-00000792,PRD-00000121,20,201.0,132.20000000000002,68.79999999999998,34.23,2025-05-07
302,SO-00000793,PRD-00000250,5,195.54,151.75,43.78999999999999,22.39,2024-08-01
303,SO-00000795,PRD-00000278,5,114.95,76.15,38.8,33.75,2023-09-01
304,SO-00000796,PRD-00000143,2,273.22,153.02,120.20000000000002,43.99,2024-09-27
305,SO-00000800,PRD-00000134,5,65.0,44.65,20.35,31.31,2024-04-09
