id,product_id,product_name,sku,category,warehouse_id,warehouse_name,quantity_on_hand,average_cost,total_value,last_receipt_date,days_since_last_receipt,turns_per_year,last_updated
36,PRD-00000016,Paper Clips Box,SKU-00016,Office Supplies,WH-001,Main Distribution Center,406,1.85,751.1,2025-06-16,359.27538528945297,,2025-06-30
37,PRD-00000016,Paper Clips Box,SKU-00016,Office Supplies,WH-002,East Coast Hub,156,1.82,283.92,2025-06-16,359.27538528945297,,2025-06-30
38,PRD-00000016,Paper Clips Box,SKU-00016,Office Supplies,WH-003,West Coast Center,379,1.86,704.94,2025-06-16,359.27538528945297,,2025-06-30
39,PRD-00000017,Binder Clips Assorted,SKU-00017,Office Supplies,WH-001,Main Distribution Center,227,2.23,506.21,2025-04-12,424.27538528945297,,2025-06-30
40,PRD-00000017,Binder Clips Assorted,SKU-00017,Office Supplies,WH-002,East Coast Hub,217,2.24,486.08000000000004,2025-04-12,424.27538528945297,,2025-06-30
41,PRD-00000017,Binder Clips Assorted,SKU-00017,Office Supplies,WH-003,West Coast Center,166,2.13,353.58,2025-04-12,424.27538528945297,,2025-06-30
42,PRD-00000018,Desk Organizer,SKU-00018,Office Supplies,WH-001,Main Distribution Center,117,13.04,1525.6799999999998,2025-05-05,401.27538528945297,,2025-06-30
43,PRD-00000018,Desk Organizer,SKU-00018,Office Supplies,WH-002,East Coast Hub,23,11.64,267.72,2025-05-05,401.27538528945297,,2025-06-30
44,PRD-00000019,Whiteboard 24x36,SKU-00019,Office Supplies,WH-001,Main Distribution Center,52,32.55,1692.6,2025-06-02,373.27538528945297,,2025-06-30
45,PRD-00000019,Whiteboard 24x36,SKU-00019,Office Supplies,WH-002,East Coast Hub,24,34.18,820.3199999999999,2025-06-02,373.27538528945297,,2025-06-30
46,PRD-00000019,Whiteboard 24x36,SKU-00019,Office Supplies,WH-003,West Coast Center,384,33.08,12702.72,2025-06-02,373.27538528945297,,2025-06-30
47,PRD-00000020,Dry Erase Markers,SKU-00020,Office Supplies,WH-001,Main Distribution Center,62,4.61,285.82,2025-05-07,399.27538528945297,,2025-06-30
48,PRD-00000020,Dry Erase Markers,SKU-00020,Office Supplies,WH-002,East Coast Hub,257,4.67,1200.19,2025-05-07,399.27538528945297,,2025-06-30
49,PRD-00000021,SSD 500GB,SKU-00021,Computer Hardware,WH-001,Main Distribution Center,335,55.56,18612.600000000002,2025-06-08,367.27538528945297,,2025-06-30
50,PRD-00000021,SSD 500GB,SKU-00021,Computer Hardware,WH-003,West Coast Center,168,62.16,10442.88,2025-06-08,367.27538528945297,,2025-06-30
51,PRD-00000022,RAM 16GB DDR4,SKU-00022,Computer Hardware,WH-002,East Coast Hub,93,42.61,3962.73,2025-03-15,452.27538528945297,,2025-06-30
52,PRD-00000022,RAM 16GB DDR4,SKU-00022,Computer Hardware,WH-003,West Coast Center,96,44.79,4299.84,2025-03-15,452.27538528945297,,2025-06-30
53,PRD-00000023,Mechanical Keyboard,SKU-00023,Computer Hardware,WH-001,Main Distribution Center,256,68.49,17533.44,2025-04-10,426.27538528945297,,2025-06-30
54,PRD-00000023,Mechanical Keyboard,SKU-00023,Computer Hardware,WH-003,West Coast Center,459,73.27,33630.93,2025-04-10,426.27538528945297,,2025-06-30
55,PRD-00000024,Monitor 27 inch,SKU-00024,Computer Hardware,WH-001,Main Distribution Center,579,195.06,112939.74,2025-06-02,373.27538528945297,,2025-06-30
56,PRD-00000024,Monitor 27 inch,SKU-00024,Computer Hardware,WH-002,East Coast Hub,124,206.86,25650.640000000003,2025-06-02,373.27538528945297,,2025-06-30
57,PRD-00000024,Monitor 27 inch,SKU-00024,Computer Hardware,WH-003,West Coast Center,136,206.6,28097.6,2025-06-02,373.27538528945297,,2025-06-30
58,PRD-00000025,Graphics Card Entry,SKU-00025,Computer Hardware,WH-002,East Coast Hub,301,133.19,40090.19,2025-06-23,352.27538528945297,,2025-06-30
59,PRD-00000026,CPU Cooler,SKU-00026,Computer Hardware,WH-001,Main Distribution Center,139,27.01,3754.3900000000003,2024-08-14,665.275385289453,,2025-06-30
60,PRD-00000026,CPU Cooler,SKU-00026,Computer Hardware,WH-002,East Coast Hub,60,25.91,1554.6,2024-08-14,665.275385289453,,2025-06-30
61,PRD-00000026,CPU Cooler,SKU-00026,Computer Hardware,WH-003,West Coast Center,78,24.26,1892.2800000000002,2024-08-14,665.275385289453,,2025-06-30
62,PRD-00000027,PC Case Mid Tower,SKU-00027,Computer Hardware,WH-001,Main Distribution Center,386,44.23,17072.78,2025-03-12,455.27538528945297,,2025-06-30
63,PRD-00000027,PC Case Mid Tower,SKU-00027,Computer Hardware,WH-003,West Coast Center,73,38.84,2835.32,2025-03-12,455.27538528945297,,2025-06-30
64,PRD-00000028,Power Supply 650W,SKU-00028,Computer Hardware,WH-001,Main Distribution Center,27,47.53,1283.31,2025-04-09,427.27538528945297,,2025-06-30
65,PRD-00000028,Power Supply 650W,SKU-00028,Computer Hardware,WH-002,East Coast Hub,269,47.61,12807.09,2025-04-09,427.27538528945297,,2025-06-30
66,PRD-00000028,Power Supply 650W,SKU-00028,Computer Hardware,WH-003,West Coast Center,103,47.86,4929.58,2025-04-09,427.27538528945297,,2025-06-30
67,PRD-00000029,Motherboard B550,SKU-00029,Computer Hardware,WH-001,Main Distribution Center,294,121.85,35823.9,2024-11-03,584.275385289453,,2025-06-30
68,PRD-00000029,Motherboard B550,SKU-00029,Computer Hardware,WH-002,East Coast Hub,133,123.49,16424.17,2024-11-03,584.275385289453,,2025-06-30
69,PRD-00000029,Motherboard B550,SKU-00029,Computer Hardware,WH-003,West Coast Center,356,119.57,42566.92,2024-11-03,584.275385289453,,2025-06-30
70,PRD-00000030,NVMe Cable,SKU-00030,Computer Hardware,WH-001,Main Distribution Center,293,8.07,2364.51,2025-05-09,397.27538528945297,,2025-06-30
71,PRD-00000030,NVMe Cable,SKU-00030,Computer Hardware,WH-003,West Coast Center,34,7.89,268.26,2025-05-09,397.27538528945297,,2025-06-30
72,PRD-00000031,Drill Driver Cordless,SKU-00031,Tools,WH-001,Main Distribution Center,332,93.91,31178.12,2025-06-17,358.27538528945297,,2025-06-30
73,PRD-00000031,Drill Driver Cordless,SKU-00031,Tools,WH-002,East Coast Hub,161,98.92,15926.12,2025-06-17,358.27538528945297,,2025-06-30
74,PRD-00000031,Drill Driver Cordless,SKU-00031,Tools,WH-003,West Coast Center,122,103.25,12596.5,2025-06-17,358.27538528945297,,2025-06-30
75,PRD-00000032,Socket Set 40-Piece,SKU-00032,Tools,WH-001,Main Distribution Center,351,48.05,16865.55,2025-02-22,473.27538528945297,,2025-06-30
76,PRD-00000032,Socket Set 40-Piece,SKU-00032,Tools,WH-002,East Coast Hub,105,49.8,5229.0,2025-02-22,473.27538528945297,,2025-06-30
77,PRD-00000033,Measuring Tape 25ft,SKU-00033,Tools,WH-001,Main Distribution Center,379,9.41,3566.39,2025-04-13,423.27538528945297,,2025-06-30
78,PRD-00000033,Measuring Tape 25ft,SKU-00033,Tools,WH-002,East Coast Hub,145,9.16,1328.2,2025-04-13,423.27538528945297,,2025-06-30
79,PRD-00000033,Measuring Tape 25ft,SKU-00033,Tools,WH-003,West Coast Center,163,8.88,1447.44,2025-04-13,423.27538528945297,,2025-06-30
80,PRD-00000034,Level 24 inch,SKU-00034,Tools,WH-001,Main Distribution Center,170,22.66,3852.2,2025-06-10,365.27538528945297,,2025-06-30
81,PRD-00000034,Level 24 inch,SKU-00034,Tools,WH-003,West Coast Center,23,21.77,500.71,2025-06-10,365.27538528945297,,2025-06-30
82,PRD-00000035,Screwdriver Set 100pc,SKU-00035,Tools,WH-001,Main Distribution Center,560,28.94,16206.400000000001,2025-06-01,374.27538528945297,,2025-06-30
83,PRD-00000035,Screwdriver Set 100pc,SKU-00035,Tools,WH-002,East Coast Hub,305,28.55,8707.75,2025-06-01,374.27538528945297,,2025-06-30
84,PRD-00000035,Screwdriver Set 100pc,SKU-00035,Tools,WH-003,West Coast Center,25,28.5,712.5,2025-06-01,374.27538528945297,,2025-06-30
85,PRD-00000037,Pliers Set 5-Piece,SKU-00037,Tools,WH-001,Main Distribution Center,51,21.07,1074.57,2025-01-13,513.275385289453,,2025-06-30
86,PRD-00000037,Pliers Set 5-Piece,SKU-00037,Tools,WH-003,West Coast Center,322,19.16,6169.52,2025-01-13,513.275385289453,,2025-06-30
87,PRD-00000038,Hammer 16oz,SKU-00038,Tools,WH-002,East Coast Hub,56,12.09,677.04,2025-05-05,401.27538528945297,,2025-06-30
88,PRD-00000038,Hammer 16oz,SKU-00038,Tools,WH-003,West Coast Center,361,13.35,4819.349999999999,2025-05-05,401.27538528945297,,2025-06-30
89,PRD-00000039,Tape Measure Digital,SKU-00039,Tools,WH-001,Main Distribution Center,180,15.33,2759.4,2025-06-12,363.27538528945297,,2025-06-30
90,PRD-00000039,Tape Measure Digital,SKU-00039,Tools,WH-003,West Coast Center,63,16.32,1028.16,2025-06-12,363.27538528945297,,2025-06-30
91,PRD-00000040,Utility Knife,SKU-00040,Tools,WH-001,Main Distribution Center,147,6.05,889.35,2025-01-22,504.27538528945297,,2025-06-30
92,PRD-00000040,Utility Knife,SKU-00040,Tools,WH-002,East Coast Hub,56,5.48,306.88,2025-01-22,504.27538528945297,,2025-06-30
93,PRD-00000040,Utility Knife,SKU-00040,Tools,WH-003,West Coast Center,57,5.48,312.36,2025-01-22,504.27538528945297,,2025-06-30
94,PRD-00000041,USB-C Cable Plus,SKU-00041,Electronics,WH-001,Main Distribution Center,194,7.21,1398.74,2025-05-20,386.27538528945297,,2025-06-30
95,PRD-00000041,USB-C Cable Plus,SKU-00041,Electronics,WH-002,East Coast Hub,329,6.65,2187.85,2025-05-20,386.27538528945297,,2025-06-30
96,PRD-00000041,USB-C Cable Plus,SKU-00041,Electronics,WH-003,West Coast Center,3,6.98,20.94,2025-05-20,386.27538528945297,,2025-06-30
97,PRD-00000042,HDMI Cable 6ft HD,SKU-00042,Electronics,WH-002,East Coast Hub,67,5.65,378.55,2025-06-16,359.27538528945297,,2025-06-30
98,PRD-00000042,HDMI Cable 6ft HD,SKU-00042,Electronics,WH-003,West Coast Center,119,5.67,674.73,2025-06-16,359.27538528945297,,2025-06-30
99,PRD-00000043,Wireless Mouse Plus,SKU-00043,Electronics,WH-001,Main Distribution Center,287,16.59,4761.33,2025-04-24,412.27538528945297,,2025-06-30
100,PRD-00000043,Wireless Mouse Plus,SKU-00043,Electronics,WH-002,East Coast Hub,186,16.15,3003.8999999999996,2025-04-24,412.27538528945297,,2025-06-30
101,PRD-00000043,Wireless Mouse Plus,SKU-00043,Electronics,WH-003,West Coast Center,431,16.22,6990.82,2025-04-24,412.27538528945297,,2025-06-30
102,PRD-00000044,Bluetooth Keyboard Plus,SKU-00044,Electronics,WH-001,Main Distribution Center,101,28.21,2849.21,2025-06-03,372.27538528945297,,2025-06-30
103,PRD-00000044,Bluetooth Keyboard Plus,SKU-00044,Electronics,WH-002,East Coast Hub,150,30.48,4572.0,2025-06-03,372.27538528945297,,2025-06-30
104,PRD-00000044,Bluetooth Keyboard Plus,SKU-00044,Electronics,WH-003,West Coast Center,111,28.32,3143.52,2025-06-03,372.27538528945297,,2025-06-30
105,PRD-00000045,Webcam HD Premium,SKU-00045,Electronics,WH-002,East Coast Hub,239,48.55,11603.449999999999,2025-01-11,515.275385289453,,2025-06-30
106,PRD-00000045,Webcam HD Premium,SKU-00045,Electronics,WH-003,West Coast Center,368,55.09,20273.120000000003,2025-01-11,515.275385289453,,2025-06-30
107,PRD-00000046,USB Hub 7-Port Lite,SKU-00046,Electronics,WH-001,Main Distribution Center,295,18.41,5430.95,2024-12-07,550.275385289453,,2025-06-30
108,PRD-00000046,USB Hub 7-Port Lite,SKU-00046,Electronics,WH-002,East Coast Hub,154,19.35,2979.9,2024-12-07,550.275385289453,,2025-06-30
109,PRD-00000046,USB Hub 7-Port Lite,SKU-00046,Electronics,WH-003,West Coast Center,495,19.08,9444.599999999999,2024-12-07,550.275385289453,,2025-06-30
110,PRD-00000047,Ethernet Switch 8-Port Lite,SKU-00047,Electronics,WH-001,Main Distribution Center,77,48.79,3756.83,2025-05-01,405.27538528945297,,2025-06-30
111,PRD-00000047,Ethernet Switch 8-Port Lite,SKU-00047,Electronics,WH-002,East Coast Hub,204,48.12,9816.48,2025-05-01,405.27538528945297,,2025-06-30
112,PRD-00000047,Ethernet Switch 8-Port Lite,SKU-00047,Electronics,WH-003,West Coast Center,101,50.95,5145.950000000001,2025-05-01,405.27538528945297,,2025-06-30
113,PRD-00000048,Power Strip 6-Outlet Max,SKU-00048,Electronics,WH-001,Main Distribution Center,146,13.31,1943.26,2025-04-29,407.27538528945297,,2025-06-30
114,PRD-00000048,Power Strip 6-Outlet Max,SKU-00048,Electronics,WH-002,East Coast Hub,408,12.53,5112.24,2025-04-29,407.27538528945297,,2025-06-30
115,PRD-00000048,Power Strip 6-Outlet Max,SKU-00048,Electronics,WH-003,West Coast Center,30,13.02,390.59999999999997,2025-04-29,407.27538528945297,,2025-06-30
116,PRD-00000049,Surge Protector Plus,SKU-00049,Electronics,WH-002,East Coast Hub,298,18.3,5453.400000000001,2025-05-19,387.27538528945297,,2025-06-30
117,PRD-00000049,Surge Protector Plus,SKU-00049,Electronics,WH-003,West Coast Center,268,18.81,5041.08,2025-05-19,387.27538528945297,,2025-06-30
118,PRD-00000050,Laptop Stand XL,SKU-00050,Electronics,WH-003,West Coast Center,527,26.92,14186.84,2025-02-13,482.27538528945297,,2025-06-30
119,PRD-00000052,Ballpoint Pens 12-Pack Basic,SKU-00052,Office Supplies,WH-001,Main Distribution Center,34,3.41,115.94,2025-06-21,354.27538528945297,,2025-06-30
120,PRD-00000052,Ballpoint Pens 12-Pack Basic,SKU-00052,Office Supplies,WH-002,East Coast Hub,330,3.47,1145.1000000000001,2025-06-21,354.27538528945297,,2025-06-30
121,PRD-00000052,Ballpoint Pens 12-Pack Basic,SKU-00052,Office Supplies,WH-003,West Coast Center,113,3.2,361.6,2025-06-21,354.27538528945297,,2025-06-30
122,PRD-00000053,Sticky Notes 3x3 HD,SKU-00053,Office Supplies,WH-001,Main Distribution Center,486,3.2,1555.2,2025-05-25,381.27538528945297,,2025-06-30
123,PRD-00000053,Sticky Notes 3x3 HD,SKU-00053,Office Supplies,WH-002,East Coast Hub,181,3.18,575.58,2025-05-25,381.27538528945297,,2025-06-30
124,PRD-00000053,Sticky Notes 3x3 HD,SKU-00053,Office Supplies,WH-003,West Coast Center,259,3.24,839.1600000000001,2025-05-25,381.27538528945297,,2025-06-30
125,PRD-00000054,File Folders 100-Pack Pro,SKU-00054,Office Supplies,WH-003,West Coast Center,178,7.54,1342.1200000000001,2025-04-30,406.27538528945297,,2025-06-30
126,PRD-00000055,Stapler Heavy Duty Pro,SKU-00055,Office Supplies,WH-002,East Coast Hub,497,15.5,7703.5,2025-05-17,389.27538528945297,,2025-06-30
127,PRD-00000055,Stapler Heavy Duty Pro,SKU-00055,Office Supplies,WH-003,West Coast Center,178,16.66,2965.48,2025-05-17,389.27538528945297,,2025-06-30
128,PRD-00000056,Paper Clips Box Basic,SKU-00056,Office Supplies,WH-001,Main Distribution Center,168,1.67,280.56,2025-02-24,471.27538528945297,,2025-06-30
129,PRD-00000056,Paper Clips Box Basic,SKU-00056,Office Supplies,WH-002,East Coast Hub,228,1.64,373.91999999999996,2025-02-24,471.27538528945297,,2025-06-30
130,PRD-00000057,Binder Clips Assorted HD,SKU-00057,Office Supplies,WH-001,Main Distribution Center,85,2.7,229.50000000000003,2024-12-27,530.275385289453,,2025-06-30
131,PRD-00000058,Desk Organizer Lite,SKU-00058,Office Supplies,WH-001,Main Distribution Center,347,11.59,4021.73,2025-04-06,430.27538528945297,,2025-06-30
132,PRD-00000058,Desk Organizer Lite,SKU-00058,Office Supplies,WH-002,East Coast Hub,315,10.42,3282.3,2025-04-06,430.27538528945297,,2025-06-30
133,PRD-00000058,Desk Organizer Lite,SKU-00058,Office Supplies,WH-003,West Coast Center,80,11.1,888.0,2025-04-06,430.27538528945297,,2025-06-30
134,PRD-00000059,Whiteboard 24x36 Premium,SKU-00059,Office Supplies,WH-001,Main Distribution Center,43,28.85,1240.55,2025-06-12,363.27538528945297,,2025-06-30
135,PRD-00000059,Whiteboard 24x36 Premium,SKU-00059,Office Supplies,WH-002,East Coast Hub,87,25.87,2250.69,2025-06-12,363.27538528945297,,2025-06-30
136,PRD-00000060,Dry Erase Markers Premium,SKU-00060,Office Supplies,WH-002,East Coast Hub,62,4.81,298.21999999999997,2025-06-04,371.27538528945297,,2025-06-30
137,PRD-00000060,Dry Erase Markers Premium,SKU-00060,Office Supplies,WH-003,West Coast Center,38,4.4,167.20000000000002,2025-06-04,371.27538528945297,,2025-06-30
138,PRD-00000061,SSD 500GB XL,SKU-00061,Computer Hardware,WH-001,Main Distribution Center,377,52.82,19913.14,2025-06-16,359.27538528945297,,2025-06-30
139,PRD-00000061,SSD 500GB XL,SKU-00061,Computer Hardware,WH-002,East Coast Hub,436,53.81,23461.16,2025-06-16,359.27538528945297,,2025-06-30
140,PRD-00000061,SSD 500GB XL,SKU-00061,Computer Hardware,WH-003,West Coast Center,100,52.83,5283.0,2025-06-16,359.27538528945297,,2025-06-30
141,PRD-00000062,RAM 16GB DDR4 Max,SKU-00062,Computer Hardware,WH-001,Main Distribution Center,83,41.12,3412.9599999999996,2025-06-16,359.27538528945297,,2025-06-30
142,PRD-00000062,RAM 16GB DDR4 Max,SKU-00062,Computer Hardware,WH-002,East Coast Hub,631,43.12,27208.719999999998,2025-06-16,359.27538528945297,,2025-06-30
143,PRD-00000062,RAM 16GB DDR4 Max,SKU-00062,Computer Hardware,WH-003,West Coast Center,228,42.84,9767.52,2025-06-16,359.27538528945297,,2025-06-30
144,PRD-00000063,Mechanical Keyboard Basic,SKU-00063,Computer Hardware,WH-002,East Coast Hub,107,90.51,9684.57,2025-05-24,382.27538528945297,,2025-06-30
145,PRD-00000063,Mechanical Keyboard Basic,SKU-00063,Computer Hardware,WH-003,West Coast Center,369,91.1,33615.9,2025-05-24,382.27538528945297,,2025-06-30
146,PRD-00000064,Monitor 27 inch Basic,SKU-00064,Computer Hardware,WH-003,West Coast Center,139,196.07,27253.73,2025-05-26,380.27538528945297,,2025-06-30
147,PRD-00000065,Graphics Card Entry XL,SKU-00065,Computer Hardware,WH-001,Main Distribution Center,142,112.94,16037.48,2025-04-23,413.27538528945297,,2025-06-30
148,PRD-00000065,Graphics Card Entry XL,SKU-00065,Computer Hardware,WH-002,East Coast Hub,312,115.03,35889.36,2025-04-23,413.27538528945297,,2025-06-30
149,PRD-00000066,CPU Cooler Plus,SKU-00066,Computer Hardware,WH-001,Main Distribution Center,131,31.79,4164.49,2025-05-27,379.27538528945297,,2025-06-30
150,PRD-00000066,CPU Cooler Plus,SKU-00066,Computer Hardware,WH-002,East Coast Hub,126,30.77,3877.02,2025-05-27,379.27538528945297,,2025-06-30
151,PRD-00000066,CPU Cooler Plus,SKU-00066,Computer Hardware,WH-003,West Coast Center,91,29.71,2703.61,2025-05-27,379.27538528945297,,2025-06-30
152,PRD-00000067,PC Case Mid Tower Plus,SKU-00067,Computer Hardware,WH-002,East Coast Hub,272,43.55,11845.599999999999,2025-06-04,371.27538528945297,,2025-06-30
153,PRD-00000067,PC Case Mid Tower Plus,SKU-00067,Computer Hardware,WH-003,West Coast Center,282,43.58,12289.56,2025-06-04,371.27538528945297,,2025-06-30
154,PRD-00000068,Power Supply 650W XL,SKU-00068,Computer Hardware,WH-001,Main Distribution Center,25,60.67,1516.75,2025-05-14,392.27538528945297,,2025-06-30
155,PRD-00000068,Power Supply 650W XL,SKU-00068,Computer Hardware,WH-002,East Coast Hub,167,58.9,9836.3,2025-05-14,392.27538528945297,,2025-06-30
156,PRD-00000069,Motherboard B550 Basic,SKU-00069,Computer Hardware,WH-001,Main Distribution Center,177,119.43,21139.11,2025-06-12,363.27538528945297,,2025-06-30
157,PRD-00000069,Motherboard B550 Basic,SKU-00069,Computer Hardware,WH-002,East Coast Hub,480,110.3,52944.0,2025-06-12,363.27538528945297,,2025-06-30
158,PRD-00000069,Motherboard B550 Basic,SKU-00069,Computer Hardware,WH-003,West Coast Center,313,118.07,36955.909999999996,2025-06-12,363.27538528945297,,2025-06-30
159,PRD-00000070,NVMe Cable Basic,SKU-00070,Computer Hardware,WH-002,East Coast Hub,158,7.38,1166.04,2025-01-23,503.27538528945297,,2025-06-30
160,PRD-00000070,NVMe Cable Basic,SKU-00070,Computer Hardware,WH-003,West Coast Center,57,8.09,461.13,2025-01-23,503.27538528945297,,2025-06-30
161,PRD-00000071,Drill Driver Cordless Premium,SKU-00071,Tools,WH-001,Main Distribution Center,69,96.86,6683.34,2025-06-08,367.27538528945297,,2025-06-30
162,PRD-00000071,Drill Driver Cordless Premium,SKU-00071,Tools,WH-002,East Coast Hub,494,90.51,44711.94,2025-06-08,367.27538528945297,,2025-06-30
163,PRD-00000072,Socket Set 40-Piece Pro,SKU-00072,Tools,WH-001,Main Distribution Center,250,48.01,12002.5,2025-02-20,475.27538528945297,,2025-06-30
164,PRD-00000072,Socket Set 40-Piece Pro,SKU-00072,Tools,WH-002,East Coast Hub,171,49.92,8536.32,2025-02-20,475.27538528945297,,2025-06-30
165,PRD-00000072,Socket Set 40-Piece Pro,SKU-00072,Tools,WH-003,West Coast Center,539,48.85,26330.15,2025-02-20,475.27538528945297,,2025-06-30
166,PRD-00000073,Measuring Tape 25ft Plus,SKU-00073,Tools,WH-001,Main Distribution Center,53,9.46,501.38000000000005,2025-04-27,409.27538528945297,,2025-06-30
167,PRD-00000073,Measuring Tape 25ft Plus,SKU-00073,Tools,WH-002,East Coast Hub,175,9.24,1617.0,2025-04-27,409.27538528945297,,2025-06-30
168,PRD-00000073,Measuring Tape 25ft Plus,SKU-00073,Tools,WH-003,West Coast Center,158,9.83,1553.14,2025-04-27,409.27538528945297,,2025-06-30
